Date,Ticker,Open,High,Low,Close,Volume
2026-08-10,THO,79.19000244140625,79.73999786376953,78.0,79.51000213623047,593100
2026-08-10,TR,39.38999938964844,39.77000045776367,39.029998779296875,39.54999923706055,97600
2026-08-10,TWI,7.25,7.309999942779541,7.059999942779541,7.079999923706055,723100
2026-08-10,UAL,128.3300018310547,128.47000122070312,123.63999938964844,123.76000213623047,2846800
2026-08-10,UFPI,93.19999694824219,93.26000213623047,90.37999725341797,90.9000015258789,548400
2026-08-10,ULTA,560.989990234375,561.5,545.9199829101562,548.6599731445312,727300
2026-08-10,VTR,92.0,92.97000122070312,91.54000091552734,91.94999694824219,2894100
2026-08-10,WEC,107.08000183105469,107.44999694824219,105.9000015258789,106.12000274658203,2153800
2026-08-10,WHR,42.630001068115234,42.959999084472656,41.189998626708984,42.16999816894531,1931100
2026-08-10,WWW,18.899999618530273,18.969999313354492,18.510000228881836,18.920000076293945,721500
2026-08-10,ZBH,96.66000366210938,97.8499984741211,95.45999908447266,97.77999877929688,3278500
2026-08-10,ZBRA,376.7900085449219,380.82000732421875,373.3800048828125,378.0799865722656,564400
2026-08-11,ADM,80.22000122070312,80.91000366210938,79.2699966430664,80.45999908447266,3523200
2026-08-11,AEP,122.52999877929688,123.81999969482422,122.27999877929688,123.58000183105469,2694900
2026-08-11,ALL,266.9200134277344,268.1000061035156,261.3500061035156,262.2300109863281,2859900
2026-08-11,ALLY,43.790000915527344,44.42499923706055,43.790000915527344,43.95000076293945,2018600
2026-08-11,ANF,119.9000015258789,119.91999816894531,115.36000061035156,117.97000122070312,1101300
2026-08-11,AOS,62.5099983215332,63.939998626708984,62.459999084472656,63.66999816894531,1386100
2026-08-11,BAX,27.549999237060547,28.020000457763672,27.3799991607666,27.610000610351562,7577200
2026-08-11,BBWI,19.200000762939453,19.3799991607666,18.8799991607666,18.8799991607666,5293100
2026-08-11,BMI,135.72999572753906,137.74000549316406,134.44000244140625,135.67999267578125,243300
2026-08-11,CARS,12.15999984741211,12.25,11.59000015258789,11.859999656677246,693100
2026-08-11,CCC,6.909999847412109,6.980000019073486,6.724999904632568,6.869999885559082,7619600
2026-08-11,CDW,135.2899932861328,136.9499969482422,134.35000610351562,135.3699951171875,1282800
2026-08-11,CF,120.2699966430664,121.52999877929688,117.2699966430664,117.80000305175781,3098100
2026-08-11,CME,262.82000732421875,262.9800109863281,258.760009765625,259.32000732421875,1593500
2026-08-11,CMI,640.1099853515625,648.6400146484375,632.0399780273438,632.9500122070312,496800
2026-08-11,CTS,65.37000274658203,66.8499984741211,63.83000183105469,64.13999938964844,132700
2026-08-11,DE,608.469970703125,621.2999877929688,606.3200073242188,617.9500122070312,674700
2026-08-11,DOW,30.405000686645508,31.440000534057617,30.405000686645508,31.260000228881836,7519400
2026-08-11,DPZ,344.3800048828125,361.510009765625,344.3800048828125,357.3399963378906,703400
2026-08-11,DTE,136.77999877929688,138.0800018310547,135.75999450683594,137.63999938964844,1264300
2026-08-11,DTM,136.02999877929688,137.3699951171875,134.5500030517578,134.77999877929688,1066200
2026-08-11,ELV,398.2200012207031,403.3299865722656,388.1600036621094,390.3699951171875,907300
2026-08-11,EXC,44.349998474121094,45.040000915527344,44.34000015258789,44.869998931884766,5780000
2026-08-11,F,13.890000343322754,14.180000305175781,13.84000015258789,13.979999542236328,36394900
2026-08-11,FISV,52.11000061035156,53.02000045776367,51.54999923706055,52.720001220703125,8152500
2026-08-11,FITB,57.040000915527344,57.7400016784668,56.95000076293945,57.599998474121094,3508800
2026-08-11,FSS,127.66999816894531,129.8800048828125,127.66999816894531,128.72000122070312,434200
2026-08-11,GE,367.739990234375,372.55999755859375,366.4700012207031,368.05999755859375,2286100
2026-08-11,GM,88.12999725341797,89.73999786376953,87.87999725341797,89.3499984741211,4792100
2026-08-11,GNRC,209.27999877929688,218.08999633789062,209.1199951171875,215.86000061035156,858800
2026-08-11,GT,6.039999961853027,6.190000057220459,6.010000228881836,6.090000152587891,8941900
2026-08-11,H,170.4199981689453,173.72000122070312,170.4199981689453,172.63999938964844,916700
2026-08-11,HOG,26.09000015258789,27.149999618530273,25.899999618530273,26.719999313354492,1674000
2026-08-11,HURC,21.899999618530273,22.290000915527344,21.8799991607666,22.079999923706055,16500
2026-08-11,INGR,103.5,104.97000122070312,103.5,104.66999816894531,671400
2026-08-11,ITW,294.6700134277344,297.760009765625,292.80999755859375,293.1499938964844,836000
2026-08-11,JLL,356.30999755859375,364.739990234375,356.30999755859375,363.3599853515625,215100
2026-08-11,KELYA,15.460000038146973,15.770000457763672,15.300000190734863,15.420000076293945,294900
2026-08-11,KR,56.13999938964844,56.9900016784668,55.810001373291016,56.25,6349600
2026-08-11,KSS,18.940000534057617,18.979999542236328,18.3799991607666,18.489999771118164,2348400
2026-08-11,LKFN,61.06999969482422,62.130001068115234,61.029998779296875,61.86000061035156,105000
2026-08-11,LLY,1230.6500244140625,1238.0,1209.530029296875,1215.02001953125,2113200
2026-08-11,LZB,41.38999938964844,41.939998626708984,41.11000061035156,41.540000915527344,366100
2026-08-11,MAS,75.0199966430664,76.19000244140625,74.75,76.13999938964844,2619200
2026-08-11,MCD,273.2300109863281,274.2099914550781,271.32000732421875,274.1499938964844,3030600
2026-08-11,MCS,29.989999771118164,30.329999923706055,28.6299991607666,28.68000030517578,228600
2026-08-11,MHO,149.4600067138672,152.63999938964844,149.4600067138672,152.27999877929688,165400
2026-08-11,MOD,194.8300018310547,204.32000732421875,193.5,198.32000732421875,1144400
2026-08-11,MPC,319.0,336.45001220703125,318.0,336.4200134277344,3183100
2026-08-11,MPLX,58.5,59.529998779296875,58.5,59.29999923706055,1349100
2026-08-11,MRTN,14.729999542236328,14.789999961853027,14.40999984741211,14.510000228881836,648000
2026-08-11,MSI,459.4100036621094,470.489990234375,457.8900146484375,466.8599853515625,764200
2026-08-11,NI,41.72999954223633,42.11000061035156,41.40999984741211,42.0099983215332,7579200
2026-08-11,NPK,138.75,141.8699951171875,138.07000732421875,138.22999572753906,80300
2026-08-11,NTRS,188.0500030517578,189.64999389648438,187.27000427246094,187.77999877929688,1343000
2026-08-11,OI,6.989999771118164,7.239999771118164,6.949999809265137,7.150000095367432,2217900
2026-08-11,OSK,156.14999389648438,159.50999450683594,155.0,155.77999877929688,581000
2026-08-11,PAG,216.5399932861328,218.2899932861328,216.22000122070312,216.66000366210938,333700
2026-08-11,PATK,86.55000305175781,88.56999969482422,85.37999725341797,87.41999816894531,332000
2026-08-11,PG,145.41000366210938,145.7100067138672,143.92999267578125,145.2100067138672,7936700
2026-08-11,PH,1061.31005859375,1076.1099853515625,1057.5899658203125,1061.3299560546875,410000
2026-08-11,PKG,254.0500030517578,258.6300048828125,252.9199981689453,257.42999267578125,493700
2026-08-11,REX,43.619998931884766,44.0,43.189998626708984,43.349998474121094,168200
2026-08-11,RKT,13.770000457763672,14.385000228881836,13.635000228881836,14.319999694824219,32739800
2026-08-11,ROK,436.3699951171875,449.05999755859375,436.3699951171875,447.0,831600
2026-08-11,SCL,65.33999633789062,65.91000366210938,64.38999938964844,65.05000305175781,84100
2026-08-11,SEAT,7.579999923706055,7.59499979019165,7.215000152587891,7.510000228881836,40800
2026-08-11,SGA,9.630000114440918,9.859999656677246,9.510000228881836,9.859999656677246,8600
2026-08-11,SJM,116.94000244140625,118.97000122070312,116.94000244140625,117.33999633789062,898700
2026-08-11,SKY,92.98999786376953,95.0,92.91999816894531,94.16999816894531,502900
2026-08-11,SNA,411.6499938964844,416.4700012207031,411.3699951171875,411.7799987792969,293300
2026-08-11,SPB,87.19000244140625,89.19000244140625,87.08999633789062,87.91000366210938,384300
2026-08-11,SPG,220.27000427246094,223.52999877929688,219.05999755859375,219.52999877929688,1877200
2026-08-11,SRCE,87.06999969482422,88.27999877929688,87.06999969482422,88.08000183105469,75800
2026-08-11,SSP,3.4200000762939453,3.4200000762939453,3.049999952316284,3.309999942779541,1226700
2026-08-11,SUI,118.36000061035156,120.05000305175781,117.97000122070312,118.66999816894531,704100
2026-08-11,SYK,344.45001220703125,349.7699890136719,344.45001220703125,348.1499938964844,1626800
2026-08-11,TDS,33.61000061035156,33.939998626708984,32.869998931884766,33.33000183105469,1003400
2026-08-11,THO,78.91999816894531,81.66999816894531,78.5999984741211,81.30999755859375,651500
2026-08-11,TR,39.439998626708984,39.869998931884766,39.439998626708984,39.560001373291016,102200
2026-08-11,TWI,7.170000076293945,7.349999904632568,7.059999942779541,7.139999866485596,457200
2026-08-11,UAL,125.0,127.04000091552734,123.91999816894531,126.30999755859375,2778200
2026-08-11,UFPI,91.58999633789062,92.87999725341797,91.25,92.81999969482422,404500
2026-08-11,ULTA,546.0,553.1799926757812,540.2999877929688,541.3499755859375,414600
2026-08-11,VTR,90.81999969482422,90.88999938964844,86.91999816894531,86.95999908447266,4890100
2026-08-11,WEC,105.70999908447266,107.0199966430664,105.4800033569336,106.68000030517578,1737000
2026-08-11,WHR,41.9900016784668,44.099998474121094,41.959999084472656,43.59000015258789,1437000
2026-08-11,WWW,18.639999389648438,18.719999313354492,18.190000534057617,18.200000762939453,692200
2026-08-11,ZBH,97.12000274658203,98.11000061035156,96.23999786376953,97.2300033569336,2727100
2026-08-11,ZBRA,378.0799865722656,385.1099853515625,376.260009765625,383.05999755859375,579000
2026-08-12,ADM,80.0,80.77999877929688,79.2699966430664,79.7300033569336,4830200
2026-08-12,AEP,123.62000274658203,124.70999908447266,123.41000366210938,124.6500015258789,2359400
2026-08-12,ALL,259.54998779296875,264.4599914550781,255.4499969482422,255.83999633789062,2591100
2026-08-12,ALLY,44.029998779296875,44.380001068115234,43.61000061035156,44.25,2931500
2026-08-12,ANF,117.44999694824219,117.44999694824219,112.1500015258789,112.2300033569336,1053900
2026-08-12,AOS,63.560001373291016,63.560001373291016,62.0099983215332,62.59000015258789,1262700
2026-08-12,BAX,27.200000762939453,27.399999618530273,26.639999389648438,26.950000762939453,6881500
2026-08-12,BBWI,18.790000915527344,18.799999237060547,18.100000381469727,18.1299991607666,5927600
2026-08-12,BMI,135.50999450683594,135.50999450683594,130.3000030517578,134.77000427246094,385400
2026-08-12,CARS,11.770000457763672,12.114999771118164,11.604999542236328,12.100000381469727,533300
2026-08-12,CCC,6.739999771118164,7.0,6.650000095367432,6.96999979019165,7088800
2026-08-12,CDW,135.8000030517578,137.14999389648438,132.67999267578125,136.6699981689453,1154800
2026-08-12,CF,115.76000213623047,120.18000030517578,113.80999755859375,120.01000213623047,3091400
2026-08-12,CME,256.9100036621094,263.3900146484375,256.8299865722656,262.1700134277344,1366200
2026-08-12,CMI,648.0,649.9500122070312,636.010009765625,637.8499755859375,800000
2026-08-12,CTS,65.30000305175781,65.45999908447266,63.27000045776367,63.619998931884766,170900
2026-08-12,DE,618.97998046875,623.280029296875,610.989990234375,619.77001953125,859000
2026-08-12,DOW,31.110000610351562,31.219999313354492,30.4950008392334,30.56999969482422,6615000
2026-08-12,DPZ,353.739990234375,355.54998779296875,349.8999938964844,353.7200012207031,410100
2026-08-12,DTE,137.9199981689453,138.92999267578125,137.5,138.67999267578125,1287000
2026-08-12,DTM,134.60000610351562,136.91000366210938,134.60000610351562,136.1199951171875,956800
2026-08-12,ELV,386.94000244140625,399.1600036621094,385.8399963378906,399.1400146484375,786700
2026-08-12,EXC,44.93000030517578,45.2400016784668,44.790000915527344,45.220001220703125,4379200
2026-08-12,F,14.029999732971191,14.079999923706055,13.789999961853027,13.829999923706055,38326500
2026-08-12,FISV,52.83000183105469,52.83000183105469,50.630001068115234,51.560001373291016,10119700
2026-08-12,FITB,57.689998626708984,58.060001373291016,57.38999938964844,58.0099983215332,5246400
2026-08-12,FSS,130.1699981689453,130.61000061035156,125.66000366210938,126.30999755859375,363500
2026-08-12,GE,369.7900085449219,370.20001220703125,363.239990234375,365.3299865722656,2180800
2026-08-12,GM,89.12000274658203,89.12000274658203,86.72000122070312,86.76000213623047,4832300
2026-08-12,GNRC,222.89999389648438,224.60000610351562,218.6999969482422,221.89999389648438,979900
2026-08-12,GT,6.130000114440918,6.179999828338623,5.920000076293945,6.039999961853027,9170200
2026-08-12,H,173.55999755859375,178.41000366210938,172.35000610351562,178.3699951171875,927100
2026-08-12,HOG,26.8799991607666,26.989999771118164,25.780000686645508,25.969999313354492,1615200
2026-08-12,HURC,22.3799991607666,22.520000457763672,21.920000076293945,22.209999084472656,12200
2026-08-12,INGR,103.93000030517578,104.8499984741211,103.3499984741211,103.75,820700
2026-08-12,ITW,292.7300109863281,294.2300109863281,289.760009765625,292.510009765625,912100
2026-08-12,JLL,368.7900085449219,368.7900085449219,359.6400146484375,362.739990234375,283000
2026-08-12,KELYA,15.25,15.4399995803833,15.039999961853027,15.4399995803833,323300
2026-08-12,KR,55.279998779296875,56.380001068115234,55.13999938964844,56.060001373291016,5472200
2026-08-12,KSS,18.510000228881836,19.389999389648438,18.309999465942383,19.270000457763672,3731400
2026-08-12,LKFN,61.91999816894531,62.91999816894531,61.81999969482422,62.25,135500
2026-08-12,LLY,1201.72998046875,1226.5,1191.0799560546875,1220.280029296875,1941600
2026-08-12,LZB,41.68000030517578,41.79999923706055,40.790000915527344,41.060001373291016,283500
2026-08-12,MAS,76.62999725341797,76.69000244140625,73.83000183105469,74.63999938964844,1969300
2026-08-12,MCD,271.92999267578125,276.20001220703125,268.760009765625,275.70001220703125,4351700
2026-08-12,MCS,28.600000381469727,29.799999237060547,28.190000534057617,29.65999984741211,236600
2026-08-12,MHO,152.4199981689453,153.4600067138672,149.67999267578125,151.07000732421875,200900
2026-08-12,MOD,209.17999267578125,211.94000244140625,199.5,199.52999877929688,1248800
2026-08-12,MPC,335.04998779296875,348.3500061035156,331.989990234375,348.25,2977400
2026-08-12,MPLX,59.5,60.15999984741211,59.470001220703125,59.939998626708984,1090300
2026-08-12,MRTN,14.529999732971191,15.039999961853027,14.520000457763672,14.960000038146973,660100
2026-08-12,MSI,466.2900085449219,470.6700134277344,462.3500061035156,469.739990234375,573700
2026-08-12,NI,41.81999969482422,42.369998931884766,41.66999816894531,41.9900016784668,6531300
2026-08-12,NPK,138.5800018310547,139.8300018310547,137.5500030517578,139.25999450683594,55900
2026-08-12,NTRS,188.72000122070312,191.4499969482422,188.2899932861328,191.3300018310547,1674900
2026-08-12,OI,7.139999866485596,7.199999809265137,6.710000038146973,6.75,3084100
2026-08-12,OSK,157.52000427246094,158.27000427246094,152.94000244140625,155.66000366210938,619800
2026-08-12,PAG,216.0,218.89999389648438,216.0,218.0,360000
2026-08-12,PATK,87.4800033569336,87.4800033569336,84.04000091552734,86.76000213623047,311000
2026-08-12,PG,144.0500030517578,144.94000244140625,143.7899932861328,144.0800018310547,7195000
2026-08-12,PH,1070.699951171875,1074.8399658203125,1062.02001953125,1069.52001953125,523400
2026-08-12,PKG,259.0,259.0,254.91000366210938,256.30999755859375,419800
2026-08-12,REX,42.959999084472656,43.900001525878906,42.86000061035156,43.709999084472656,136200
2026-08-12,RKT,14.649999618530273,14.649999618530273,13.75,14.050000190734863,33655400
2026-08-12,ROK,451.75,453.4200134277344,445.8299865722656,451.3900146484375,714500
2026-08-12,SCL,64.88999938964844,65.36000061035156,63.61000061035156,64.94000244140625,86800
2026-08-12,SEAT,7.610000133514404,7.71999979019165,7.260000228881836,7.260000228881836,36800
2026-08-12,SGA,9.760000228881836,10.199999809265137,9.720000267028809,10.149999618530273,7000
2026-08-12,SJM,116.36000061035156,119.26000213623047,115.81999969482422,118.79000091552734,1333800
2026-08-12,SKY,93.72000122070312,94.58999633789062,92.30000305175781,93.87999725341797,603500
2026-08-12,SNA,411.9700012207031,411.9700012207031,405.0400085449219,408.44000244140625,271100
2026-08-12,SPB,87.47000122070312,88.63999938964844,86.3499984741211,88.41999816894531,563100
2026-08-12,SPG,221.47999572753906,221.47999572753906,218.91000366210938,220.55999755859375,1582900
2026-08-12,SRCE,88.08000183105469,89.20999908447266,88.08000183105469,88.51000213623047,144000
2026-08-12,SSP,3.2699999809265137,3.4200000762939453,3.2699999809265137,3.390000104904175,460400
2026-08-12,SUI,118.0,118.69999694824219,117.73999786376953,118.33999633789062,713800
2026-08-12,SYK,342.19000244140625,347.4599914550781,339.3500061035156,347.2099914550781,2089900
2026-08-12,TDS,33.33000183105469,33.779998779296875,33.0,33.16999816894531,820000
2026-08-12,THO,80.47000122070312,80.5999984741211,77.94000244140625,78.97000122070312,634100
2026-08-12,TR,39.189998626708984,40.599998474121094,39.0,40.529998779296875,129700
2026-08-12,TWI,7.260000228881836,7.289999961853027,6.920000076293945,6.96999979019165,587500
2026-08-12,UAL,127.36000061035156,127.80000305175781,124.19000244140625,125.12000274658203,2280500
2026-08-12,UFPI,92.79000091552734,92.87000274658203,89.43000030517578,91.7699966430664,362800
2026-08-12,ULTA,537.989990234375,539.739990234375,530.6199951171875,531.8900146484375,510800
2026-08-12,VTR,86.94000244140625,89.13999938964844,86.94000244140625,89.01000213623047,2563900
2026-08-12,WEC,108.0999984741211,110.5199966430664,107.69000244140625,109.11000061035156,5786300
2026-08-12,WHR,43.38999938964844,43.38999938964844,42.15999984741211,42.849998474121094,1474900
2026-08-12,WWW,18.1299991607666,18.389999389648438,17.690000534057617,18.059999465942383,1198500
2026-08-12,ZBH,95.69000244140625,97.94000244140625,94.27999877929688,97.88999938964844,2733600
2026-08-12,ZBRA,384.2300109863281,386.2300109863281,374.0199890136719,378.3699951171875,748500
2026-08-13,ADM,79.91000366210938,81.05000305175781,79.66000366210938,80.1500015258789,2686600
2026-08-13,AEP,124.73999786376953,125.9000015258789,124.56999969482422,125.37999725341797,2246700
2026-08-13,ALL,257.5,261.239990234375,255.4600067138672,260.4800109863281,1423100
2026-08-13,ALLY,44.56999969482422,44.83000183105469,44.15999984741211,44.599998474121094,2190300
2026-08-13,ANF,113.0,114.08999633789062,108.29000091552734,108.81999969482422,1183000
2026-08-13,AOS,62.95000076293945,63.16999816894531,61.97999954223633,62.5,1044700
2026-08-13,BAX,27.020000457763672,27.450000762939453,26.899999618530273,27.049999237060547,6711300
2026-08-13,BBWI,18.31999969482422,18.799999237060547,17.93000030517578,18.6299991607666,5241400
2026-08-13,BMI,135.58999633789062,136.08999633789062,130.0,130.42999267578125,393700
2026-08-13,CARS,12.180000305175781,12.600000381469727,12.024999618530273,12.550000190734863,549200
2026-08-13,CCC,6.994999885559082,7.130000114440918,6.755000114440918,7.119999885559082,6448900
2026-08-13,CDW,136.1300048828125,142.33999633789062,136.1300048828125,142.0500030517578,1466500
2026-08-13,CF,117.66000366210938,120.55000305175781,116.08999633789062,117.05000305175781,2065400
2026-08-13,CME,262.1700134277344,267.5899963378906,261.3999938964844,267.2099914550781,2023300
2026-08-13,CMI,640.260009765625,641.1799926757812,629.5800170898438,631.6099853515625,559900
2026-08-13,CTS,64.25,64.25,62.119998931884766,62.56999969482422,140000
2026-08-13,DE,619.5499877929688,622.010009765625,611.1099853515625,612.3800048828125,517500
2026-08-13,DOW,30.350000381469727,30.725000381469727,30.184999465942383,30.360000610351562,6867500
2026-08-13,DPZ,357.6700134277344,358.010009765625,347.1600036621094,350.8800048828125,617300
2026-08-13,DTE,139.27999877929688,139.94000244140625,138.72999572753906,139.52999877929688,1891500
2026-08-13,DTM,135.60000610351562,137.07000732421875,134.47000122070312,134.7899932861328,804000
2026-08-13,ELV,400.79998779296875,404.7200012207031,397.6300048828125,398.2200012207031,652300
2026-08-13,EXC,45.439998626708984,45.77000045776367,45.36000061035156,45.599998474121094,4000300
2026-08-13,F,13.859999656677246,14.010000228881836,13.819999694824219,13.890000343322754,26341400
2026-08-13,FISV,52.13999938964844,55.97999954223633,52.0,55.5,8486200
2026-08-13,FITB,58.279998779296875,58.4900016784668,57.849998474121094,57.939998626708984,4237600
2026-08-13,FSS,127.22000122070312,128.42999267578125,122.44000244140625,123.05999755859375,518400
2026-08-13,GE,367.0,367.0799865722656,359.54998779296875,360.6400146484375,2738400
2026-08-13,GM,86.8499984741211,87.3499984741211,86.2300033569336,86.38999938964844,3541900
2026-08-13,GNRC,221.7100067138672,225.33999633789062,215.0,216.66000366210938,1116700
2026-08-13,GT,6.039999961853027,6.360000133514404,6.039999961853027,6.179999828338623,14778500
2026-08-13,H,179.16000366210938,180.97000122070312,178.14999389648438,179.85000610351562,1002500
2026-08-13,HOG,26.020000457763672,27.950000762939453,26.020000457763672,27.850000381469727,3612800
2026-08-13,HURC,22.299999237060547,22.43000030517578,21.899999618530273,22.06999969482422,7400
2026-08-13,INGR,104.55000305175781,105.7300033569336,104.44999694824219,105.0999984741211,584000
2026-08-13,ITW,294.79998779296875,295.1000061035156,288.70001220703125,290.9800109863281,683700
2026-08-13,JLL,364.0,369.70001220703125,361.7799987792969,369.5199890136719,247700
2026-08-13,KELYA,15.649999618530273,16.309999465942383,15.539999961853027,16.309999465942383,317500
2026-08-13,KR,56.52000045776367,57.54999923706055,56.43000030517578,57.22999954223633,5221900
2026-08-13,KSS,19.239999771118164,19.649999618530273,18.6299991607666,19.6200008392334,3413200
2026-08-13,LKFN,62.75,63.15999984741211,62.349998474121094,62.68000030517578,300700
2026-08-13,LLY,1238.300048828125,1240.0999755859375,1206.0,1209.0,1927300
2026-08-13,LZB,41.540000915527344,42.130001068115234,41.060001373291016,41.720001220703125,351600
2026-08-13,MAS,75.76000213623047,76.51000213623047,74.48999786376953,74.58000183105469,2047300
2026-08-13,MCD,277.3800048828125,278.3699951171875,272.1499938964844,272.25,4023300
2026-08-13,MCS,29.700000762939453,30.40999984741211,29.579999923706055,30.139999389648438,211700
2026-08-13,MHO,154.86000061035156,156.4499969482422,152.55999755859375,154.25999450683594,161500
2026-08-13,MOD,200.35000610351562,206.3800048828125,196.77000427246094,203.50999450683594,1049900
2026-08-13,MPC,345.3999938964844,357.20001220703125,344.0,356.3699951171875,2232900
2026-08-13,MPLX,59.75,60.08000183105469,58.81999969482422,58.81999969482422,1447300
2026-08-13,MRTN,15.050000190734863,15.270000457763672,15.050000190734863,15.229999542236328,667000
2026-08-13,MSI,469.80999755859375,471.0,460.6000061035156,465.0400085449219,638200
2026-08-13,NI,42.189998626708984,42.36000061035156,42.040000915527344,42.08000183105469,4697100
2026-08-13,NPK,140.0399932861328,140.85000610351562,135.72000122070312,137.8000030517578,85100
2026-08-13,NTRS,193.0399932861328,195.77999877929688,189.3000030517578,190.47999572753906,806300
2026-08-13,OI,6.619999885559082,6.980000019073486,6.610000133514404,6.840000152587891,3399900
2026-08-13,OSK,155.6699981689453,157.3300018310547,151.0500030517578,152.35000610351562,527600
2026-08-13,PAG,218.8800048828125,219.9199981689453,217.3000030517578,218.6699981689453,282500
2026-08-13,PATK,87.30000305175781,88.06999969482422,86.33999633789062,86.45999908447266,264100
2026-08-13,PG,144.58999633789062,145.8000030517578,144.0,144.25999450683594,7491300
2026-08-13,PH,1070.5899658203125,1070.5899658203125,1052.2900390625,1058.8699951171875,617000
2026-08-13,PKG,259.25,259.9800109863281,255.9199981689453,257.04998779296875,375700
2026-08-13,REX,43.66999816894531,44.099998474121094,43.58000183105469,43.689998626708984,143200
2026-08-13,RKT,14.300000190734863,15.180000305175781,14.260000228881836,15.039999961853027,35236900
2026-08-13,ROK,453.3900146484375,453.3900146484375,445.1499938964844,445.510009765625,498200
2026-08-13,SCL,65.0,65.4800033569336,64.7699966430664,65.27999877929688,82300
2026-08-13,SEAT,7.21999979019165,7.690000057220459,7.150000095367432,7.159999847412109,74400
2026-08-13,SGA,10.0,10.050000190734863,9.5,9.710000038146973,13900
2026-08-13,SJM,119.86000061035156,121.0,119.52999877929688,120.62999725341797,932600
2026-08-13,SKY,94.9000015258789,96.3499984741211,94.1500015258789,96.30999755859375,839100
2026-08-13,SNA,409.6600036621094,412.6700134277344,402.5199890136719,404.6300048828125,203800
2026-08-13,SPB,89.25,91.29000091552734,89.25,90.69000244140625,594400
2026-08-13,SPG,222.08999633789062,223.6300048828125,221.1999969482422,221.47000122070312,1089600
2026-08-13,SRCE,89.11000061035156,89.47000122070312,88.36000061035156,88.62999725341797,131700
2026-08-13,SSP,3.380000114440918,3.4800000190734863,3.309999942779541,3.3499999046325684,477300
2026-08-13,SUI,118.58999633789062,120.37999725341797,118.58999633789062,120.19000244140625,620100
2026-08-13,SYK,345.0199890136719,346.6400146484375,339.5299987792969,341.0899963378906,2017200
2026-08-13,TDS,33.43000030517578,35.209999084472656,33.34000015258789,35.040000915527344,1238700
2026-08-13,THO,77.70999908447266,80.16999816894531,77.70999908447266,78.87999725341797,845100
2026-08-13,TR,40.90999984741211,40.93000030517578,39.66999816894531,40.2400016784668,269000
2026-08-13,TWI,7.039999961853027,7.070000171661377,6.78000020980835,6.789999961853027,593600
2026-08-13,UAL,128.0,128.5,125.91000366210938,126.3499984741211,2497700
2026-08-13,UFPI,92.58999633789062,93.68000030517578,91.11000061035156,91.2699966430664,275100
2026-08-13,ULTA,531.8900146484375,534.27001953125,512.2000122070312,515.5700073242188,758800
2026-08-13,VTR,89.48999786376953,90.56999969482422,89.3499984741211,90.29000091552734,2306100
2026-08-13,WEC,109.27999877929688,110.5999984741211,109.27999877929688,110.27999877929688,4271100
2026-08-13,WHR,43.36000061035156,43.970001220703125,42.72999954223633,42.849998474121094,1372900
2026-08-13,WWW,19.6200008392334,20.360000610351562,18.979999542236328,19.8799991607666,1240200
2026-08-13,ZBH,98.41999816894531,100.05999755859375,97.62000274658203,99.56999969482422,2619400
2026-08-13,ZBRA,381.1099853515625,382.5299987792969,376.1499938964844,379.6300048828125,760000
